COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
Mariposa,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Mendocino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Merced,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Modoc,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Mono,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Monterey,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Napa,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Nevada,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Orange,2021-2022,Age groups,0–4 years,4.9,(1-8.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Placer,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Plumas,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Riverside,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sacramento,2021-2022,Age groups,0–4 years,8.2,(2.6-13.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Benito,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Bernardino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Diego,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Francisco,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Joaquin,2021-2022,Age groups,0–4 years,14.8,(6.3-23.3),,
San Luis Obispo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
San Mateo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Barbara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Clara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Santa Cruz,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Shasta,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sierra,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Siskiyou,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Solano,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sonoma,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Stanislaus,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Sutter,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Tehama,2021-2022,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
Trinity,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Tulare,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Tuolumne,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
Ventura,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Yolo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
Yuba,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
California,2021-2022,Age groups,5–17 years,8.2,(7.3-9.1),,
Alameda,2021-2022,Age groups,5–17 years,4.7,(1.3-8.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Alpine,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Amador,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Butte,2021-2022,Age groups,5–17 years,9.6,(0.9-18.3),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Calaveras,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Colusa,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
Contra Costa,2021-2022,Age groups,5–17 years,7.1,(2.7-11.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Del Norte,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
El Dorado,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Fresno,2021-2022,Age groups,5–17 years,13.4,(7.1-19.7),,
Glenn,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
Humboldt,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Imperial,2021-2022,Age groups,5–17 years,12.3,(2.8-21.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Inyo,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Kern,2021-2022,Age groups,5–17 years,8.3,(2.4-14.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Kings,2021-2022,Age groups,5–17 years,8.9,(2-15.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Lake,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Lassen,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Los Angeles,2021-2022,Age groups,5–17 years,9.6,(7.7-11.6),,
Madera,2021-2022,Age groups,5–17 years,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Marin,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Mariposa,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Mendocino,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Merced,2021-2022,Age groups,5–17 years,6.4,(0.2-12.5),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Modoc,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Mono,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Monterey,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Napa,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Nevada,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Orange,2021-2022,Age groups,5–17 years,9.4,(4.4-14.5),,
Placer,2021-2022,Age groups,5–17 years,5.1,(1.2-9.1),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Plumas,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Riverside,2021-2022,Age groups,5–17 years,5.9,(3.9-7.8),,
Sacramento,2021-2022,Age groups,5–17 years,5.2,(1.3-9.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Benito,2021-2022,Age groups,5–17 years,8.4,(1.4-15.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Bernardino,2021-2022,Age groups,5–17 years,11.1,(6.3-15.8),,
San Diego,2021-2022,Age groups,5–17 years,9.4,(6.3-12.6),,
San Francisco,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
San Joaquin,2021-2022,Age groups,5–17 years,13.4,(3.9-22.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Luis Obispo,2021-2022,Age groups,5–17 years,8.9,(1.5-16.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Mateo,2021-2022,Age groups,5–17 years,3.2,(0.7-5.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Barbara,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Santa Clara,2021-2022,Age groups,5–17 years,5.8,(2.8-8.7),,
Santa Cruz,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Shasta,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Sierra,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Siskiyou,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Solano,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Sonoma,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Stanislaus,2021-2022,Age groups,5–17 years,3.7,(0.8-6.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Sutter,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Tehama,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
Trinity,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
Tulare,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Tuolumne,2021-2022,Age groups,5–17 years,16.3,(0.9-31.8),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Ventura,2021-2022,Age groups,5–17 years,17.9,(4.8-31),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Yolo,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to unreliable estimate
Yuba,2021-2022,Age groups,5–17 years,16.3,(3.8-28.9),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
California,2021-2022,Age groups,18–64 years,9.6,(9.2-10),,
Alameda,2021-2022,Age groups,18–64 years,10.5,(7.9-13),,
Alpine,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Amador,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Butte,2021-2022,Age groups,18–64 years,10.8,(6.4-15.1),,
Calaveras,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Colusa,2021-2022,Age groups,18–64 years,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",
Contra Costa,2021-2022,Age groups,18–64 years,13.6,(10-17.2),,
Del Norte,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
El Dorado,2021-2022,Age groups,18–64 years,11.1,(5.6-16.6),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Fresno,2021-2022,Age groups,18–64 years,14.3,(11.2-17.4),,
Glenn,2021-2022,Age groups,18–64 years,15.2,(9.2-21.2),"Colusa, Glenn, and Tehama counties combined combined for analysis",
Humboldt,2021-2022,Age groups,18–64 years,17.4,(8.6-26.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Imperial,2021-2022,Age groups,18–64 years,11.3,(5.3-17.3),,
Inyo,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Kern,2021-2022,Age groups,18–64 years,8.8,(5.4-12.3),,
Kings,2021-2022,Age groups,18–64 years,10.1,(6.5-13.8),,
Lake,2021-2022,Age groups,18–64 years,2.2,(13.3-0),,
Lassen,2021-2022,Age groups,18–64 years,12.1,(1.6-22.6),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Los Angeles,2021-2022,Age groups,18–64 years,8.4,(7.6-9.2),,
Madera,2021-2022,Age groups,18–64 years,9.2,(5.4-13.1),,
Marin,2021-2022,Age groups,18–64 years,8.6,(4.6-12.5),,
Mariposa,2021-2022,Age groups,18–64 years,12.8,(7-18.6),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
